Alert,Risk Level,CWE ID,URL
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/express/lib/router/vendor.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/express/lib/router/vendor.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/assets/public/favicon_js.ico
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/assets/public/favicon_js.ico
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/favicon_js.ico
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/favicon_js.ico
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/main.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/main.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/polyfills.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/polyfills.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/runtime.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/runtime.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/styles.css
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/styles.css
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/vendor.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/assets/public/vendor.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/index.js:145:39
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/index.js:145:39
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/main.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/main.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/polyfills.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/polyfills.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/runtime.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/runtime.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/styles.css
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/styles.css
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/vendor.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/juice-shop/node_modules/serve-index/vendor.js
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/sitemap.xml
Cross-Domain JavaScript Source File Inclusion,Low (Medium),829,http://localhost:3000/sitemap.xml
Timestamp Disclosure - Unix,Low (Low),497,http://localhost:3000
Timestamp Disclosure - Unix,Low (Low),497,http://localhost:3000
Timestamp Disclosure - Unix,Low (Low),497,http://localhost:3000
Timestamp Disclosure - Unix,Low (Low),497,http://localhost:3000/
Timestamp Disclosure - Unix,Low (Low),497,http://localhost:3000/
Timestamp Disclosure - Unix,Low (Low),497,http://localhost:3000/
Timestamp Disclosure - Unix,Low (Low),497,http://localhost:3000/juice-shop/build/routes/assets/public/assets/public/favicon_js.ico
Timestamp Disclosure - Unix,Low (Low),497,http://localhost:3000/juice-shop/build/routes/assets/public/assets/public/favicon_js.ico
Timestamp Disclosure - Unix,Low (Low),497,http://localhost:3000/juice-shop/build/routes/assets/public/assets/public/favicon_js.ico
Timestamp Disclosure - Unix,Low (Low),497,http://localhost:3000/juice-shop/build/routes/assets/public/favicon_js.ico
